1,19.968962594364466,0.42857142857142855,45.12359550561798,62.62921348314607,318.3228991031647,5.305480933189392
2,3.9073362886235956,0.535475234270415,46.47191011235955,66.13483146067415,316.24337100982666,10.576288584868113
2,8.391011,0.12669683257918551,20.0,,26.756027698516846,11.022302055358887
3,4.033469896637992,0.5979899497487438,48.561797752808985,68.56179775280899,353.76197052001953,16.918416225910185
4,3.262489233124122,0.6632782719186785,50.1123595505618,70.11235955056179,358.8892834186554,22.899976074695587
4,15.056979,0.10843373493975904,20.0,,29.32573699951172,23.388963429133096
5,2.952234846822331,0.7051114023591087,51.056179775280896,71.0561797752809,377.672709941864,29.683616725603738
6,3.9631546534849016,0.6474278544542033,55.43820224719101,75.43820224719101,404.906124830246,36.43219972054164
6,16.687403,0.145748987854251,20.0,,27.670652151107788,36.893432879447936
7,1.6610103992933638,0.7637362637362637,51.258426966292134,71.25842696629213,358.877911567688,42.874809980392456
8,1.7932074043188202,0.7838926174496644,51.460674157303366,71.46067415730337,382.01697421073914,49.24191323916117
8,13.207579,0.12790697674418605,20.0,,29.564321517944336,49.73504118124644
9,2.4185991608694697,0.767379679144385,55.573033707865164,75.57303370786516,419.1701090335846,56.721411406993866
10,1.2825514546940835,0.8426666666666667,54.08988764044944,74.08988764044943,388.7805025577545,63.201156890392305
10,22.135815,0.1471861471861472,20.0,,26.354849576950073,63.640600740909576
11,1.634634982334094,0.8010610079575596,55.10112359550562,75.10112359550561,402.74085545539856,70.35307741562525
12,1.4075882300901947,0.8353741496598639,53.61797752808989,73.61797752808988,436.2591905593872,77.62414125998815
12,18.05681,0.17094017094017094,20.0,,32.92853093147278,78.17301072279612
13,1.3604410578695576,0.8436657681940701,56.71910112359551,76.71910112359551,455.8254177570343,85.77029621203741
14,1.5307929221163974,0.8415446071904128,55.842696629213485,75.84269662921348,464.0025510787964,93.50375434954961
14,21.769451,0.21561338289962825,20.0,,32.33808255195618,94.04282662073771
15,0.8246732561775807,0.8885906040268456,52.0,72.0,422.76053261756897,101.08893580834071
16,1.4585041517622015,0.849933598937583,54.89887640449438,74.89887640449437,439.3580322265625,108.4116498708725
16,21.543934,0.26112759643916916,20.0,,32.348379373550415,108.95091478824615
17,0.8324608106291695,0.8903924221921515,51.39325842696629,71.39325842696628,400.78456711769104,115.63074604670207
18,0.8751832769158181,0.8885869565217391,50.247191011235955,70.24719101123596,413.58657813072205,122.52395418485006
18,17.12333,0.16981132075471697,20.0,,32.56692361831665,123.06686350107194
19,0.876283367028397,0.9032258064516129,52.20224719101123,72.20224719101124,401.43763637542725,129.75758960644404
20,0.9744725602396418,0.9061662198391421,51.39325842696629,71.39325842696628,401.27878427505493,136.4457203467687
20,20.109844,0.17272727272727273,20.0,,29.445959091186523,136.93662529389064
21,0.8670220535792661,0.9034013605442177,52.33707865168539,72.33707865168539,421.4787702560425,143.96140878597896
22,1.011877338538009,0.8985115020297699,52.87640449438202,72.87640449438202,454.0185363292694,151.52852348883945
22,25.131968,0.11891891891891893,20.0,,33.7868549823761,152.09171233177184
23,0.6587138229541564,0.917900403768506,51.12359550561798,71.12359550561797,411.5983898639679,158.95177040894825
24,0.4476122481099675,0.952638700947226,49.91011235955056,69.91011235955057,370.3476586341858,165.12436746756237
24,22.459011,0.18018018018018017,20.0,,30.26559853553772,165.62903476158777
25,0.704571070296041,0.918918918918919,50.92134831460674,70.92134831460675,387.444233417511,172.08652145465214
26,0.7712074879849894,0.9157608695652174,52.741573033707866,72.74157303370787,422.1498498916626,179.1226633111636
26,22.381704,0.1588785046728972,20.0,,34.149484395980835,179.69193941354752
27,0.6671176867538623,0.9325997248968363,49.7752808988764,69.7752808988764,399.26057386398315,186.34644538561503
28,0.4144913319791301,0.9372496662216289,49.7752808988764,69.7752808988764,379.9786710739136,192.67951202392578
28,25.04826,0.12307692307692308,20.0,,30.934521913528442,193.1954718073209
29,0.8424926929259567,0.9239130434782609,49.168539325842694,69.1685393258427,393.3682186603546,199.75171086788177
30,0.5378792580593837,0.940379403794038,49.70786516853932,69.70786516853933,409.3354117870331,206.57406942844392
30,31.491581,0.21705426356589147,20.0,,33.45543074607849,207.13172759215038
